product_id,supplier_name,origin_location,destination,quantity,dispatch_date,expected_date,actual_date,carrier_type,status,planned_transit_days,actual_transit_days,delay_days,is_delayed_target
PROD-258607,Tokyo Logistics Co,Tokyo Port,Chennai Port,1892,9/15/2025 21:27,9/26/2025 21:27,9/26/2025 21:27,Sea Freight,Delivered,11,11,0,0
PROD-565158,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,3906,3/10/2026 5:59,3/23/2026 5:59,3/21/2026 5:59,Express Road,Delivered,13,11,-2,0
PROD-612982,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1403,9/15/2025 2:43,9/28/2025 2:43,9/26/2025 2:43,Express Road,Delivered,13,11,-2,0
PROD-611878,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,2349,11/14/2025 15:08,11/26/2025 15:08,11/26/2025 15:08,Air Cargo,Delivered,12,12,0,0
PROD-229974,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,1335,11/4/2025 0:38,11/10/2025 0:38,11/10/2025 0:38,Sea Freight,Delivered,6,6,0,0
PROD-145051,Nagoya Auto Parts,Nagoya Airport,Chennai Port,4545,6/10/2026 9:54,6/21/2026 9:54,6/19/2026 9:54,Air Cargo,Delivered,11,9,-2,0
PROD-95325,Tokyo Logistics Co,Nagoya Airport,Chennai Port,148,12/14/2025 5:58,12/25/2025 5:58,1/3/2026 5:58,Air Cargo,Delayed,11,20,9,1
PROD-902931,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,2335,3/14/2026 4:35,3/23/2026 4:35,3/22/2026 4:35,Air Cargo,Delivered,9,8,-1,0
PROD-657924,Nagoya Auto Parts,Yokohama Port,Chennai Port,1145,7/21/2025 4:44,8/2/2025 4:44,8/10/2025 4:44,Express Road,Delayed,12,20,8,1
PROD-713536,Tokyo Logistics Co,Tokyo Port,Chennai Port,1211,8/8/2025 13:57,8/21/2025 13:57,8/30/2025 13:57,Air Cargo,Delayed,13,22,9,1
PROD-66613,Nagoya Auto Parts,Osaka Port,Chennai Port,3205,11/12/2025 8:08,11/19/2025 8:08,11/28/2025 8:08,Air Cargo,Delayed,7,16,9,1
PROD-624834,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,662,10/29/2025 16:22,11/9/2025 16:22,11/9/2025 16:22,Express Road,Delivered,11,11,0,0
PROD-554816,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,1134,6/9/2026 23:20,6/14/2026 23:20,6/14/2026 23:20,Air Cargo,Delivered,5,5,0,0
PROD-580099,Osaka Freight Corp,Osaka Port,Bengaluru Hub,1038,9/10/2025 23:25,9/25/2025 23:25,10/1/2025 23:25,Sea Freight,Delayed,15,21,6,1
PROD-12038,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,722,4/21/2026 12:58,4/30/2026 12:58,5/3/2026 12:58,Express Road,Delayed,9,12,3,1
PROD-120116,Tokyo Logistics Co,Tokyo Port,Chennai Port,4464,2/14/2026 14:47,3/1/2026 14:47,2/27/2026 14:47,Air Cargo,Delivered,15,13,-2,0
PROD-563054,Tokyo Logistics Co,Nagoya Airport,Chennai Port,964,2/15/2026 3:17,3/2/2026 3:17,2/28/2026 3:17,Air Cargo,Delivered,15,13,-2,0
PROD-805934,Nagoya Auto Parts,Yokohama Port,Chennai Port,4508,3/12/2026 9:36,3/22/2026 9:36,3/21/2026 9:36,Air Cargo,Delivered,10,9,-1,0
PROD-116970,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,2384,1/31/2026 6:06,2/12/2026 6:06,2/10/2026 6:06,Air Cargo,Delivered,12,10,-2,0
PROD-165840,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,4149,9/26/2025 8:20,10/4/2025 8:20,10/2/2025 8:20,Air Cargo,Delivered,8,6,-2,0
PROD-757168,Osaka Freight Corp,Osaka Port,Chennai Port,4653,11/23/2025 20:49,11/30/2025 20:49,11/29/2025 20:49,Sea Freight,Delivered,7,6,-1,0
PROD-276183,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,4000,4/27/2026 1:06,5/10/2026 1:06,5/10/2026 1:06,Express Road,Delivered,13,13,0,0
PROD-798975,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,2608,6/1/2026 2:55,6/13/2026 2:55,6/13/2026 2:55,Express Road,Delivered,12,12,0,0
PROD-956959,Nagoya Auto Parts,Osaka Port,Chennai Port,3817,8/15/2025 9:36,8/29/2025 9:36,8/27/2025 9:36,Air Cargo,Delivered,14,12,-2,0
PROD-655674,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,1669,7/20/2025 0:21,7/29/2025 0:21,7/29/2025 0:21,Sea Freight,Delivered,9,9,0,0
PROD-669987,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,2526,9/28/2025 3:41,10/10/2025 3:41,10/8/2025 3:41,Sea Freight,Delivered,12,10,-2,0
PROD-208573,Kyoto Tech Components,Osaka Port,Bengaluru Hub,546,12/13/2025 13:38,12/23/2025 13:38,12/26/2025 13:38,Express Road,Delayed,10,13,3,1
PROD-799550,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,4802,8/5/2025 23:20,8/14/2025 23:20,8/14/2025 23:20,Air Cargo,Delivered,9,9,0,0
PROD-999816,Tokyo Logistics Co,Osaka Port,Chennai Port,1034,8/9/2025 3:41,8/21/2025 3:41,8/20/2025 3:41,Sea Freight,Delivered,12,11,-1,0
PROD-556116,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,4710,3/22/2026 12:50,4/2/2026 12:50,3/31/2026 12:50,Air Cargo,Delivered,11,9,-2,0
PROD-628038,Nagoya Auto Parts,Yokohama Port,Chennai Port,3790,5/12/2026 14:52,5/18/2026 14:52,5/18/2026 14:52,Air Cargo,Delivered,6,6,0,0
PROD-20422,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,1828,10/7/2025 13:03,10/16/2025 13:03,10/15/2025 13:03,Air Cargo,Delivered,9,8,-1,0
PROD-380612,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,3446,7/22/2025 0:11,8/6/2025 0:11,8/12/2025 0:11,Air Cargo,Delayed,15,21,6,1
PROD-872064,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,2012,4/28/2026 2:15,5/12/2026 2:15,5/12/2026 2:15,Air Cargo,Delivered,14,14,0,0
PROD-251083,Kyoto Tech Components,Yokohama Port,Chennai Port,1265,4/1/2026 19:34,4/16/2026 19:34,4/16/2026 19:34,Sea Freight,Delivered,15,15,0,0
PROD-920659,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,3939,7/2/2025 7:20,7/7/2025 7:20,7/14/2025 7:20,Express Road,Delayed,5,12,7,1
PROD-82582,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,4999,1/4/2026 8:54,1/13/2026 8:54,1/12/2026 8:54,Sea Freight,Delivered,9,8,-1,0
PROD-509597,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2307,7/12/2025 10:24,7/23/2025 10:24,7/21/2025 10:24,Express Road,Delivered,11,9,-2,0
PROD-797549,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,4895,4/5/2026 4:39,4/10/2026 4:39,4/10/2026 4:39,Air Cargo,Delivered,5,5,0,0
PROD-131869,Nagoya Auto Parts,Osaka Port,Chennai Port,956,12/22/2025 17:09,1/6/2026 17:09,1/6/2026 17:09,Sea Freight,Delivered,15,15,0,0
PROD-498369,Nagoya Auto Parts,Tokyo Port,Chennai Port,821,7/28/2025 1:02,8/7/2025 1:02,8/6/2025 1:02,Air Cargo,Delivered,10,9,-1,0
PROD-173148,Tokyo Logistics Co,Nagoya Airport,Chennai Port,544,5/22/2026 23:26,5/31/2026 23:26,5/30/2026 23:26,Sea Freight,Delivered,9,8,-1,0
PROD-914812,Tokyo Logistics Co,Yokohama Port,Chennai Port,4599,9/15/2025 23:00,9/28/2025 23:00,9/27/2025 23:00,Sea Freight,Delivered,13,12,-1,0
PROD-222086,Tokyo Logistics Co,Yokohama Port,Bengaluru Hub,2645,1/18/2026 16:50,1/27/2026 16:50,1/25/2026 16:50,Express Road,Delivered,9,7,-2,0
PROD-791952,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,1361,5/16/2026 10:13,5/21/2026 10:13,5/21/2026 10:13,Air Cargo,Delivered,5,5,0,0
PROD-210922,Nagoya Auto Parts,Nagoya Airport,Bengaluru Hub,3841,3/4/2026 17:59,3/13/2026 17:59,3/12/2026 17:59,Express Road,Delivered,9,8,-1,0
PROD-418373,Kyoto Tech Components,Tokyo Port,Chennai Port,3499,2/26/2026 13:07,3/5/2026 13:07,3/3/2026 13:07,Air Cargo,Delivered,7,5,-2,0
PROD-681446,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,3758,6/9/2026 14:49,6/22/2026 14:49,6/22/2026 14:49,Express Road,Delivered,13,13,0,0
PROD-943313,Nagoya Auto Parts,Nagoya Airport,Chennai Port,1645,10/25/2025 12:54,11/6/2025 12:54,11/4/2025 12:54,Express Road,Delivered,12,10,-2,0
PROD-126882,Nagoya Auto Parts,Tokyo Port,Chennai Port,3974,12/17/2025 4:32,12/25/2025 4:32,12/25/2025 4:32,Express Road,Delivered,8,8,0,0
PROD-67136,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,1134,9/9/2025 16:40,9/20/2025 16:40,9/18/2025 16:40,Express Road,Delivered,11,9,-2,0
PROD-616886,Nagoya Auto Parts,Tokyo Port,Chennai Port,225,10/12/2025 15:09,10/26/2025 15:09,10/26/2025 15:09,Express Road,Delivered,14,14,0,0
PROD-617024,Tokyo Logistics Co,Nagoya Airport,Chennai Port,2873,12/30/2025 11:07,1/6/2026 11:07,1/4/2026 11:07,Express Road,Delivered,7,5,-2,0
PROD-74441,Nagoya Auto Parts,Osaka Port,Chennai Port,4532,8/30/2025 13:57,9/10/2025 13:57,9/9/2025 13:57,Sea Freight,Delivered,11,10,-1,0
PROD-61733,Tokyo Logistics Co,Nagoya Airport,Bengaluru Hub,923,2/24/2026 16:21,3/10/2026 16:21,3/17/2026 16:21,Air Cargo,Delayed,14,21,7,1
PROD-949401,Tokyo Logistics Co,Osaka Port,Chennai Port,3170,9/2/2025 18:26,9/9/2025 18:26,,Air Cargo,In-Transit,7,-1,0,0
PROD-346479,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,746,6/22/2025 14:56,6/29/2025 14:56,6/28/2025 14:56,Express Road,Delivered,7,6,-1,0
PROD-249565,Kyoto Tech Components,Yokohama Port,Chennai Port,2180,7/7/2025 0:42,7/18/2025 0:42,7/18/2025 0:42,Air Cargo,Delivered,11,11,0,0
PROD-508993,Kyoto Tech Components,Tokyo Port,Chennai Port,2930,9/20/2025 20:39,9/29/2025 20:39,9/28/2025 20:39,Express Road,Delivered,9,8,-1,0
PROD-138739,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,3251,8/28/2025 9:32,9/6/2025 9:32,9/5/2025 9:32,Air Cargo,Delivered,9,8,-1,0
PROD-925245,Osaka Freight Corp,Osaka Port,Bengaluru Hub,3342,3/2/2026 8:19,3/8/2026 8:19,3/6/2026 8:19,Air Cargo,Delivered,6,4,-2,0
PROD-495631,Tokyo Logistics Co,Nagoya Airport,Chennai Port,1985,1/5/2026 17:12,1/10/2026 17:12,1/8/2026 17:12,Express Road,Delivered,5,3,-2,0
PROD-495948,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,2630,9/7/2025 21:38,9/17/2025 21:38,9/17/2025 21:38,Air Cargo,Delivered,10,10,0,0
PROD-199659,Osaka Freight Corp,Osaka Port,Chennai Port,1538,4/2/2026 1:54,4/7/2026 1:54,4/5/2026 1:54,Sea Freight,Delivered,5,3,-2,0
PROD-690993,Osaka Freight Corp,Yokohama Port,Chennai Port,4047,7/15/2025 14:25,7/22/2025 14:25,7/21/2025 14:25,Air Cargo,Delivered,7,6,-1,0
PROD-444154,Kyoto Tech Components,Yokohama Port,Chennai Port,4665,11/15/2025 14:04,11/25/2025 14:04,11/24/2025 14:04,Air Cargo,Delivered,10,9,-1,0
PROD-905798,Tokyo Logistics Co,Nagoya Airport,Chennai Port,2247,11/8/2025 7:12,11/14/2025 7:12,11/14/2025 7:12,Express Road,Delivered,6,6,0,0
PROD-706073,Kyoto Tech Components,Nagoya Airport,Bengaluru Hub,4699,3/4/2026 10:29,3/15/2026 10:29,3/14/2026 10:29,Air Cargo,Delivered,11,10,-1,0
PROD-677568,Nagoya Auto Parts,Osaka Port,Chennai Port,1055,2/4/2026 19:37,2/18/2026 19:37,2/18/2026 19:37,Sea Freight,Delivered,14,14,0,0
PROD-422179,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,4503,7/17/2025 2:17,7/22/2025 2:17,7/21/2025 2:17,Sea Freight,Delivered,5,4,-1,0
PROD-839482,Nagoya Auto Parts,Yokohama Port,Chennai Port,911,3/4/2026 2:56,3/15/2026 2:56,3/13/2026 2:56,Air Cargo,Delivered,11,9,-2,0
PROD-260735,Osaka Freight Corp,Yokohama Port,Chennai Port,3742,4/21/2026 20:48,5/5/2026 20:48,,Sea Freight,In-Transit,14,-1,0,0
PROD-562336,Osaka Freight Corp,Tokyo Port,Chennai Port,2360,8/20/2025 3:01,8/30/2025 3:01,9/7/2025 3:01,Sea Freight,Delayed,10,18,8,1
PROD-442374,Kyoto Tech Components,Tokyo Port,Bengaluru Hub,2832,11/22/2025 0:01,11/28/2025 0:01,11/27/2025 0:01,Sea Freight,Delivered,6,5,-1,0
PROD-485100,Kyoto Tech Components,Yokohama Port,Bengaluru Hub,2791,8/17/2025 4:00,8/24/2025 4:00,8/24/2025 4:00,Sea Freight,Delivered,7,7,0,0
PROD-968114,Osaka Freight Corp,Yokohama Port,Bengaluru Hub,311,9/10/2025 9:19,9/24/2025 9:19,9/29/2025 9:19,Sea Freight,Delayed,14,19,5,1
PROD-847272,Tokyo Logistics Co,Yokohama Port,Chennai Port,529,7/8/2025 16:23,7/13/2025 16:23,7/13/2025 16:23,Sea Freight,Delivered,5,5,0,0
PROD-577057,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,3802,4/21/2026 17:58,5/2/2026 17:58,4/30/2026 17:58,Express Road,Delivered,11,9,-2,0
PROD-683823,Osaka Freight Corp,Nagoya Airport,Bengaluru Hub,598,7/16/2025 21:49,7/24/2025 21:49,7/24/2025 21:49,Air Cargo,Delivered,8,8,0,0
PROD-876638,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,2738,6/11/2026 3:03,6/22/2026 3:03,6/22/2026 3:03,Express Road,Delivered,11,11,0,0
PROD-97793,Osaka Freight Corp,Nagoya Airport,Chennai Port,3816,6/16/2025 12:57,6/23/2025 12:57,6/30/2025 12:57,Express Road,Delayed,7,14,7,1
PROD-889921,Kyoto Tech Components,Nagoya Airport,Chennai Port,1971,5/15/2026 11:53,5/29/2026 11:53,5/27/2026 11:53,Air Cargo,Delivered,14,12,-2,0
PROD-426156,Tokyo Logistics Co,Osaka Port,Chennai Port,2660,9/5/2025 11:38,9/15/2025 11:38,9/14/2025 11:38,Express Road,Delivered,10,9,-1,0
PROD-224130,Nagoya Auto Parts,Tokyo Port,Bengaluru Hub,799,12/5/2025 12:36,12/14/2025 12:36,12/14/2025 12:36,Sea Freight,Delivered,9,9,0,0
PROD-946279,Tokyo Logistics Co,Osaka Port,Bengaluru Hub,3465,4/22/2026 22:54,5/3/2026 22:54,5/11/2026 22:54,Air Cargo,Delayed,11,19,8,1
PROD-397382,Tokyo Logistics Co,Osaka Port,Chennai Port,2980,7/2/2025 13:34,7/17/2025 13:34,7/16/2025 13:34,Sea Freight,Delivered,15,14,-1,0
PROD-409386,Kyoto Tech Components,Tokyo Port,Chennai Port,4656,6/11/2025 22:28,6/25/2025 22:28,6/25/2025 22:28,Air Cargo,Delivered,14,14,0,0
PROD-822157,Nagoya Auto Parts,Tokyo Port,Chennai Port,337,9/16/2025 0:17,9/22/2025 0:17,9/20/2025 0:17,Sea Freight,Delivered,6,4,-2,0
PROD-299105,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,1273,3/24/2026 21:50,4/2/2026 21:50,4/1/2026 21:50,Express Road,Delivered,9,8,-1,0
PROD-765990,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,3181,11/12/2025 15:34,11/27/2025 15:34,11/27/2025 15:34,Air Cargo,Delivered,15,15,0,0
PROD-582765,Osaka Freight Corp,Tokyo Port,Bengaluru Hub,1374,6/9/2026 17:13,6/21/2026 17:13,6/20/2026 17:13,Sea Freight,Delivered,12,11,-1,0
PROD-510311,Nagoya Auto Parts,Nagoya Airport,Chennai Port,3492,2/7/2026 21:23,2/21/2026 21:23,2/25/2026 21:23,Air Cargo,Delayed,14,18,4,1
PROD-311120,Tokyo Logistics Co,Osaka Port,Chennai Port,4416,8/6/2025 16:30,8/14/2025 16:30,8/14/2025 16:30,Express Road,Delivered,8,8,0,0
PROD-61324,Tokyo Logistics Co,Tokyo Port,Bengaluru Hub,2569,8/29/2025 15:54,9/7/2025 15:54,9/16/2025 15:54,Sea Freight,Delayed,9,18,9,1
PROD-568532,Tokyo Logistics Co,Nagoya Airport,Chennai Port,1539,1/8/2026 16:32,1/15/2026 16:32,1/14/2026 16:32,Sea Freight,Delivered,7,6,-1,0
PROD-328838,Osaka Freight Corp,Tokyo Port,Chennai Port,446,7/3/2025 9:55,7/14/2025 9:55,7/14/2025 9:55,Air Cargo,Delivered,11,11,0,0
PROD-612554,Nagoya Auto Parts,Nagoya Airport,Chennai Port,2471,7/2/2025 0:41,7/7/2025 0:41,7/7/2025 0:41,Sea Freight,Delivered,5,5,0,0
PROD-964047,Nagoya Auto Parts,Osaka Port,Bengaluru Hub,3677,12/2/2025 7:00,12/13/2025 7:00,12/21/2025 7:00,Sea Freight,Delayed,11,19,8,1
PROD-165080,Nagoya Auto Parts,Osaka Port,Chennai Port,1915,4/18/2026 14:19,4/26/2026 14:19,4/25/2026 14:19,Air Cargo,Delivered,8,7,-1,0
PROD-532496,Kyoto Tech Components,Osaka Port,Chennai Port,1309,7/1/2025 22:10,7/8/2025 22:10,7/12/2025 22:10,Sea Freight,Delayed,7,11,4,1
